country	year	pop	continent	lifeExp	gdpPercap	Continent_meanlifeExp	minLifeExp	meanlifeexpbyyear
Cameroon	2007	17696293	Africa	50.43	2042.09524	50.5927923390684	38.523	54.564410575582
Togo	1952	1219113	Africa	38.596	859.8086567	50.5927923390684	38.596	38.7997279750475
Togo	1957	1357445	Africa	41.208	925.9083202	50.5927923390684	38.596	40.9403052180766
Togo	1962	1528098	Africa	43.922	1067.53481	50.5927923390684	38.596	43.0992460329128
Togo	1967	1735550	Africa	46.769	1477.59676	50.5927923390684	38.596	45.1772077062905
Togo	1972	2056351	Africa	49.759	1649.660188	50.5927923390684	38.596	47.2122936521501
Togo	1977	2308582	Africa	52.887	1532.776998	50.5927923390684	38.596	49.2088278705277
Togo	1982	2644765	Africa	55.471	1344.577953	50.5927923390684	38.596	51.017435577706
Togo	1987	3154264	Africa	56.941	1202.201361	50.5927923390684	38.596	52.8247902051933
Togo	1992	3747553	Africa	58.061	1034.298904	50.5927923390684	38.596	53.3729182736405
Togo	1997	4320890	Africa	58.39	982.2869243	50.5927923390684	38.596	53.2832668246949
Togo	2002	4977378	Africa	57.561	886.2205765	50.5927923390684	38.596	53.3031425757613
Togo	2007	5701579	Africa	58.42	882.9699438	50.5927923390684	38.596	54.564410575582
Sudan	1952	8504667	Africa	38.635	1615.991129	50.5927923390684	38.635	38.7997279750475
Sudan	1957	9753392	Africa	39.624	1770.337074	50.5927923390684	38.635	40.9403052180766
Sudan	1962	11183227	Africa	40.87	1959.593767	50.5927923390684	38.635	43.0992460329128
Sudan	1967	12716129	Africa	42.858	1687.997641	50.5927923390684	38.635	45.1772077062905
Sudan	1972	14597019	Africa	45.083	1659.652775	50.5927923390684	38.635	47.2122936521501
Sudan	1977	17104986	Africa	47.8	2202.988423	50.5927923390684	38.635	49.2088278705277
Sudan	1982	20367053	Africa	50.338	1895.544073	50.5927923390684	38.635	51.017435577706
Sudan	1987	24725960	Africa	51.744	1507.819159	50.5927923390684	38.635	52.8247902051933
Sudan	1992	28227588	Africa	53.556	1492.197043	50.5927923390684	38.635	53.3729182736405
Sudan	1997	32160729	Africa	55.373	1632.210764	50.5927923390684	38.635	53.2832668246949
Sudan	2002	37090298	Africa	56.369	1993.398314	50.5927923390684	38.635	53.3031425757613
Sudan	2007	42292929	Africa	58.556	2602.394995	50.5927923390684	38.635	54.564410575582
Burundi	1952	2445618	Africa	39.031	339.2964587	50.5927923390684	39.031	38.7997279750475
Burundi	1957	2667518	Africa	40.533	379.5646281	50.5927923390684	39.031	40.9403052180766
Burundi	1962	2961915	Africa	42.045	355.2032273	50.5927923390684	39.031	43.0992460329128
Burundi	1967	3330989	Africa	43.548	412.9775136	50.5927923390684	39.031	45.1772077062905
Burundi	1972	3529983	Africa	44.057	464.0995039	50.5927923390684	39.031	47.2122936521501
Burundi	1977	3834415	Africa	45.91	556.1032651	50.5927923390684	39.031	49.2088278705277
Burundi	1982	4580410	Africa	47.471	559.603231	50.5927923390684	39.031	51.017435577706
Burundi	1987	5126023	Africa	48.211	621.8188189	50.5927923390684	39.031	52.8247902051933
Burundi	1992	5809236	Africa	44.736	631.6998778	50.5927923390684	39.031	53.3729182736405
Burundi	1997	6121610	Africa	45.326	463.1151478	50.5927923390684	39.031	53.2832668246949
Burundi	2002	7021078	Africa	47.36	446.4035126	50.5927923390684	39.031	53.3031425757613
Burundi	2007	8390505	Africa	49.58	430.0706916	50.5927923390684	39.031	54.564410575582
Congo, Dem. Rep.	1952	14100005	Africa	39.143	780.5423257	50.5927923390684	39.143	38.7997279750475
Congo, Dem. Rep.	1957	15577932	Africa	40.652	905.8602303	50.5927923390684	39.143	40.9403052180766
Congo, Dem. Rep.	1962	17486434	Africa	42.122	896.3146335	50.5927923390684	39.143	43.0992460329128
Congo, Dem. Rep.	1967	19941073	Africa	44.056	861.5932424	50.5927923390684	39.143	45.1772077062905
Congo, Dem. Rep.	1972	23007669	Africa	45.989	904.8960685	50.5927923390684	39.143	47.2122936521501
Congo, Dem. Rep.	1977	26480870	Africa	47.804	795.757282	50.5927923390684	39.143	49.2088278705277
Congo, Dem. Rep.	1982	30646495	Africa	47.784	673.7478181	50.5927923390684	39.143	51.017435577706
Congo, Dem. Rep.	1987	35481645	Africa	47.412	672.774812	50.5927923390684	39.143	52.8247902051933
Congo, Dem. Rep.	1992	41672143	Africa	45.548	457.7191807	50.5927923390684	39.143	53.3729182736405
Congo, Dem. Rep.	1997	47798986	Africa	42.587	312.188423	50.5927923390684	39.143	53.2832668246949
Congo, Dem. Rep.	2002	55379852	Africa	44.966	241.1658765	50.5927923390684	39.143	53.3031425757613
Congo, Dem. Rep.	2007	64606759	Africa	46.462	277.5518587	50.5927923390684	39.143	54.564410575582
Zambia	1952	2672000	Africa	42.038	1147.388831	50.5927923390684	39.193	38.7997279750475
Zambia	1957	3016000	Africa	44.077	1311.956766	50.5927923390684	39.193	40.9403052180766
Zambia	1962	3421000	Africa	46.023	1452.725766	50.5927923390684	39.193	43.0992460329128
Zambia	1967	3900000	Africa	47.768	1777.077318	50.5927923390684	39.193	45.1772077062905
Zambia	1972	4506497	Africa	50.107	1773.498265	50.5927923390684	39.193	47.2122936521501
Zambia	1977	5216550	Africa	51.386	1588.688299	50.5927923390684	39.193	49.2088278705277
Zambia	1982	6100407	Africa	51.821	1408.678565	50.5927923390684	39.193	51.017435577706
Zambia	1987	7272406	Africa	50.821	1213.315116	50.5927923390684	39.193	52.8247902051933
Zambia	1992	8381163	Africa	46.1	1210.884633	50.5927923390684	39.193	53.3729182736405
Zambia	1997	9417789	Africa	40.238	1071.353818	50.5927923390684	39.193	53.2832668246949
Zambia	2002	10595811	Africa	39.193	1071.613938	50.5927923390684	39.193	53.3031425757613
Zambia	2007	11746035	Africa	42.384	1271.211593	50.5927923390684	39.193	54.564410575582
Swaziland	1952	290243	Africa	41.407	1148.376626	50.5927923390684	39.613	38.7997279750475
Swaziland	1957	326741	Africa	43.424	1244.708364	50.5927923390684	39.613	40.9403052180766
Swaziland	1962	370006	Africa	44.992	1856.182125	50.5927923390684	39.613	43.0992460329128
Swaziland	1967	420690	Africa	46.633	2613.101665	50.5927923390684	39.613	45.1772077062905
Swaziland	1972	480105	Africa	49.552	3364.836625	50.5927923390684	39.613	47.2122936521501
Swaziland	1977	551425	Africa	52.537	3781.410618	50.5927923390684	39.613	49.2088278705277
Swaziland	1982	649901	Africa	55.561	3895.384018	50.5927923390684	39.613	51.017435577706
Swaziland	1987	779348	Africa	57.678	3984.839812	50.5927923390684	39.613	52.8247902051933
Swaziland	1992	962344	Africa	58.474	3553.0224	50.5927923390684	39.613	53.3729182736405
Swaziland	1997	1054486	Africa	54.289	3876.76846	50.5927923390684	39.613	53.2832668246949
Swaziland	2002	1130269	Africa	43.869	4128.116943	50.5927923390684	39.613	53.3031425757613
Swaziland	2007	1133066	Africa	39.613	4513.480643	50.5927923390684	39.613	54.564410575582
Uganda	1952	5824797	Africa	39.978	734.753484	50.5927923390684	39.978	38.7997279750475
Uganda	1957	6675501	Africa	42.571	774.3710692	50.5927923390684	39.978	40.9403052180766
Uganda	1962	7688797	Africa	45.344	767.2717398	50.5927923390684	39.978	43.0992460329128
Uganda	1967	8900294	Africa	48.051	908.9185217	50.5927923390684	39.978	45.1772077062905
Uganda	1972	10190285	Africa	51.016	950.735869	50.5927923390684	39.978	47.2122936521501
Uganda	1977	11457758	Africa	50.35	843.7331372	50.5927923390684	39.978	49.2088278705277
Uganda	1982	12939400	Africa	49.849	682.2662268	50.5927923390684	39.978	51.017435577706
Uganda	1987	15283050	Africa	51.509	617.7244065	50.5927923390684	39.978	52.8247902051933
Uganda	1992	18252190	Africa	48.825	644.1707969	50.5927923390684	39.978	53.3729182736405
Uganda	1997	21210254	Africa	44.578	816.559081	50.5927923390684	39.978	53.2832668246949
Uganda	2002	24739869	Africa	47.813	927.7210018	50.5927923390684	39.978	53.3031425757613
Uganda	2007	29170398	Africa	51.542	1056.380121	50.5927923390684	39.978	54.564410575582
Zimbabwe	1952	3080907	Africa	48.451	406.8841148	50.5927923390684	39.989	38.7997279750475
Zimbabwe	1957	3646340	Africa	50.469	518.7642681	50.5927923390684	39.989	40.9403052180766
Zimbabwe	1962	4277736	Africa	52.358	527.2721818	50.5927923390684	39.989	43.0992460329128
Zimbabwe	1967	4995432	Africa	53.995	569.7950712	50.5927923390684	39.989	45.1772077062905
Zimbabwe	1972	5861135	Africa	55.635	799.3621758	50.5927923390684	39.989	47.2122936521501
Zimbabwe	1977	6642107	Africa	57.674	685.5876821	50.5927923390684	39.989	49.2088278705277
Zimbabwe	1982	7636524	Africa	60.363	788.8550411	50.5927923390684	39.989	51.017435577706
Zimbabwe	1987	9216418	Africa	62.351	706.1573059	50.5927923390684	39.989	52.8247902051933
Zimbabwe	1992	10704340	Africa	60.377	693.4207856	50.5927923390684	39.989	53.3729182736405
Zimbabwe	1997	11404948	Africa	46.809	792.4499603	50.5927923390684	39.989	53.2832668246949
Zimbabwe	2002	11926563	Africa	39.989	672.0386227	50.5927923390684	39.989	53.3031425757613
Zimbabwe	2007	12311143	Africa	43.487	469.7092981	50.5927923390684	39.989	54.564410575582
Cote d'Ivoire	1952	2977019	Africa	40.477	1388.594732	50.5927923390684	40.477	38.7997279750475
Cote d'Ivoire	1957	3300000	Africa	42.469	1500.895925	50.5927923390684	40.477	40.9403052180766
Cote d'Ivoire	1962	3832408	Africa	44.93	1728.869428	50.5927923390684	40.477	43.0992460329128
Cote d'Ivoire	1967	4744870	Africa	47.35	2052.050473	50.5927923390684	40.477	45.1772077062905
Cote d'Ivoire	1972	6071696	Africa	49.801	2378.201111	50.5927923390684	40.477	47.2122936521501
Cote d'Ivoire	1977	7459574	Africa	52.374	2517.736547	50.5927923390684	40.477	49.2088278705277
Cote d'Ivoire	1982	9025951	Africa	53.983	2602.710169	50.5927923390684	40.477	51.017435577706
Cote d'Ivoire	1987	10761098	Africa	54.655	2156.956069	50.5927923390684	40.477	52.8247902051933
Cote d'Ivoire	1992	12772596	Africa	52.044	1648.073791	50.5927923390684	40.477	53.3729182736405
Cote d'Ivoire	1997	14625967	Africa	47.991	1786.265407	50.5927923390684	40.477	53.2832668246949
Cote d'Ivoire	2002	16252726	Africa	46.832	1648.800823	50.5927923390684	40.477	53.3031425757613
Cote d'Ivoire	2007	18013409	Africa	48.328	1544.750112	50.5927923390684	40.477	54.564410575582
Mauritania	1952	1022556	Africa	40.543	743.1159097	50.5927923390684	40.543	38.7997279750475
Mauritania	1957	1076852	Africa	42.338	846.1202613	50.5927923390684	40.543	40.9403052180766
Mauritania	1962	1146757	Africa	44.248	1055.896036	50.5927923390684	40.543	43.0992460329128
Mauritania	1967	1230542	Africa	46.289	1421.145193	50.5927923390684	40.543	45.1772077062905
Mauritania	1972	1332786	Africa	48.437	1586.851781	50.5927923390684	40.543	47.2122936521501
Mauritania	1977	1456688	Africa	50.852	1497.492223	50.5927923390684	40.543	49.2088278705277
Mauritania	1982	1622136	Africa	53.599	1481.150189	50.5927923390684	40.543	51.017435577706
Mauritania	1987	1841240	Africa	56.145	1421.603576	50.5927923390684	40.543	52.8247902051933
Mauritania	1992	2119465	Africa	58.333	1361.369784	50.5927923390684	40.543	53.3729182736405
Mauritania	1997	2444741	Africa	60.43	1483.136136	50.5927923390684	40.543	53.2832668246949
Mauritania	2002	2828858	Africa	62.247	1579.019543	50.5927923390684	40.543	53.3031425757613
Mauritania	2007	3270065	Africa	64.164	1803.151496	50.5927923390684	40.543	54.564410575582
Comoros	1952	153936	Africa	40.715	1102.990936	50.5927923390684	40.715	38.7997279750475
Comoros	1957	170928	Africa	42.46	1211.148548	50.5927923390684	40.715	40.9403052180766
Comoros	1962	191689	Africa	44.467	1406.648278	50.5927923390684	40.715	43.0992460329128
Comoros	1967	217378	Africa	46.472	1876.029643	50.5927923390684	40.715	45.1772077062905
Comoros	1972	250027	Africa	48.944	1937.577675	50.5927923390684	40.715	47.2122936521501
Comoros	1977	304739	Africa	50.939	1172.603047	50.5927923390684	40.715	49.2088278705277
Comoros	1982	348643	Africa	52.933	1267.100083	50.5927923390684	40.715	51.017435577706
Comoros	1987	395114	Africa	54.926	1315.980812	50.5927923390684	40.715	52.8247902051933
Comoros	1992	454429	Africa	57.939	1246.90737	50.5927923390684	40.715	53.3729182736405
Comoros	1997	527982	Africa	60.66	1173.618235	50.5927923390684	40.715	53.2832668246949
Comoros	2002	614382	Africa	62.974	1075.811558	50.5927923390684	40.715	53.3031425757613
Comoros	2007	710960	Africa	65.152	986.1478792	50.5927923390684	40.715	54.564410575582
Tanzania	1952	8322925	Africa	41.215	716.6500721	50.5927923390684	41.215	38.7997279750475
Tanzania	1957	9452826	Africa	42.974	698.5356073	50.5927923390684	41.215	40.9403052180766
Tanzania	1962	10863958	Africa	44.246	722.0038073	50.5927923390684	41.215	43.0992460329128
Tanzania	1967	12607312	Africa	45.757	848.2186575	50.5927923390684	41.215	45.1772077062905
Tanzania	1972	14706593	Africa	47.62	915.9850592	50.5927923390684	41.215	47.2122936521501
Tanzania	1977	17129565	Africa	49.919	962.4922932	50.5927923390684	41.215	49.2088278705277
Tanzania	1982	19844382	Africa	50.608	874.2426069	50.5927923390684	41.215	51.017435577706
Tanzania	1987	23040630	Africa	51.535	831.8220794	50.5927923390684	41.215	52.8247902051933
Tanzania	1992	26605473	Africa	50.44	825.682454	50.5927923390684	41.215	53.3729182736405
Tanzania	1997	30686889	Africa	48.466	789.1862231	50.5927923390684	41.215	53.2832668246949
Tanzania	2002	34593779	Africa	49.651	899.0742111	50.5927923390684	41.215	53.3031425757613
Tanzania	2007	38139640	Africa	52.517	1107.482182	50.5927923390684	41.215	54.564410575582
Namibia	1952	485831	Africa	41.725	2423.780443	50.5927923390684	41.725	38.7997279750475
Namibia	1957	548080	Africa	45.226	2621.448058	50.5927923390684	41.725	40.9403052180766
Namibia	1962	621392	Africa	48.386	3173.215595	50.5927923390684	41.725	43.0992460329128
Namibia	1967	706640	Africa	51.159	3793.694753	50.5927923390684	41.725	45.1772077062905
Namibia	1972	821782	Africa	53.867	3746.080948	50.5927923390684	41.725	47.2122936521501
Namibia	1977	977026	Africa	56.437	3876.485958	50.5927923390684	41.725	49.2088278705277
Namibia	1982	1099010	Africa	58.968	4191.100511	50.5927923390684	41.725	51.017435577706
Namibia	1987	1278184	Africa	60.835	3693.731337	50.5927923390684	41.725	52.8247902051933
Namibia	1992	1554253	Africa	61.999	3804.537999	50.5927923390684	41.725	53.3729182736405
Namibia	1997	1774766	Africa	58.909	3899.52426	50.5927923390684	41.725	53.2832668246949
Namibia	2002	1972153	Africa	51.479	4072.324751	50.5927923390684	41.725	53.3031425757613
Namibia	2007	2055080	Africa	52.906	4811.060429	50.5927923390684	41.725	54.564410575582
Egypt	1952	22223309	Africa	41.893	1418.822445	50.5927923390684	41.893	38.7997279750475
Egypt	1957	25009741	Africa	44.444	1458.915272	50.5927923390684	41.893	40.9403052180766
Egypt	1962	28173309	Africa	46.992	1693.335853	50.5927923390684	41.893	43.0992460329128
Egypt	1967	31681188	Africa	49.293	1814.880728	50.5927923390684	41.893	45.1772077062905
Egypt	1972	34807417	Africa	51.137	2024.008147	50.5927923390684	41.893	47.2122936521501
Egypt	1977	38783863	Africa	53.319	2785.493582	50.5927923390684	41.893	49.2088278705277
Egypt	1982	45681811	Africa	56.006	3503.729636	50.5927923390684	41.893	51.017435577706
Egypt	1987	52799062	Africa	59.797	3885.46071	50.5927923390684	41.893	52.8247902051933
Egypt	1992	59402198	Africa	63.674	3794.755195	50.5927923390684	41.893	53.3729182736405
Egypt	1997	66134291	Africa	67.217	4173.181797	50.5927923390684	41.893	53.2832668246949
Egypt	2002	73312559	Africa	69.806	4754.604414	50.5927923390684	41.893	53.3031425757613
Egypt	2007	80264543	Africa	71.338	5581.180998	50.5927923390684	41.893	54.564410575582
Congo, Rep.	1952	854885	Africa	42.111	2125.621418	50.5927923390684	42.111	38.7997279750475
Congo, Rep.	1957	940458	Africa	45.053	2315.056572	50.5927923390684	42.111	40.9403052180766
Congo, Rep.	1962	1047924	Africa	48.435	2464.783157	50.5927923390684	42.111	43.0992460329128
Congo, Rep.	1967	1179760	Africa	52.04	2677.939642	50.5927923390684	42.111	45.1772077062905
Congo, Rep.	1972	1340458	Africa	54.907	3213.152683	50.5927923390684	42.111	47.2122936521501
Congo, Rep.	1977	1536769	Africa	55.625	3259.178978	50.5927923390684	42.111	49.2088278705277
Congo, Rep.	1982	1774735	Africa	56.695	4879.507522	50.5927923390684	42.111	51.017435577706
Congo, Rep.	1987	2064095	Africa	57.47	4201.194937	50.5927923390684	42.111	52.8247902051933
Congo, Rep.	1992	2409073	Africa	56.433	4016.239529	50.5927923390684	42.111	53.3729182736405
Congo, Rep.	1997	2800947	Africa	52.962	3484.164376	50.5927923390684	42.111	53.2832668246949
Congo, Rep.	2002	3328795	Africa	52.97	3484.06197	50.5927923390684	42.111	53.3031425757613
Congo, Rep.	2007	3800610	Africa	55.322	3632.557798	50.5927923390684	42.111	54.564410575582
Lesotho	1952	748747	Africa	42.138	298.8462121	50.5927923390684	42.138	38.7997279750475
Lesotho	1957	813338	Africa	45.047	335.9971151	50.5927923390684	42.138	40.9403052180766
Lesotho	1962	893143	Africa	47.747	411.8006266	50.5927923390684	42.138	43.0992460329128
Lesotho	1967	996380	Africa	48.492	498.6390265	50.5927923390684	42.138	45.1772077062905
Lesotho	1972	1116779	Africa	49.767	496.5815922	50.5927923390684	42.138	47.2122936521501
Lesotho	1977	1251524	Africa	52.208	745.3695408	50.5927923390684	42.138	49.2088278705277
Lesotho	1982	1411807	Africa	55.078	797.2631074	50.5927923390684	42.138	51.017435577706
Lesotho	1987	1599200	Africa	57.18	773.9932141	50.5927923390684	42.138	52.8247902051933
Lesotho	1992	1803195	Africa	59.685	977.4862725	50.5927923390684	42.138	53.3729182736405
Lesotho	1997	1982823	Africa	55.558	1186.147994	50.5927923390684	42.138	53.2832668246949
Lesotho	2002	2046772	Africa	44.593	1275.184575	50.5927923390684	42.138	53.3031425757613
Lesotho	2007	2012649	Africa	42.592	1569.331442	50.5927923390684	42.138	54.564410575582
Kenya	1952	6464046	Africa	42.27	853.540919	50.5927923390684	42.27	38.7997279750475
Kenya	1957	7454779	Africa	44.686	944.4383152	50.5927923390684	42.27	40.9403052180766
Kenya	1962	8678557	Africa	47.949	896.9663732	50.5927923390684	42.27	43.0992460329128
Kenya	1967	10191512	Africa	50.654	1056.736457	50.5927923390684	42.27	45.1772077062905
Kenya	1972	12044785	Africa	53.559	1222.359968	50.5927923390684	42.27	47.2122936521501
Kenya	1977	14500404	Africa	56.155	1267.613204	50.5927923390684	42.27	49.2088278705277
Kenya	1982	17661452	Africa	58.766	1348.225791	50.5927923390684	42.27	51.017435577706
Kenya	1987	21198082	Africa	59.339	1361.936856	50.5927923390684	42.27	52.8247902051933
Kenya	1992	25020539	Africa	59.285	1341.921721	50.5927923390684	42.27	53.3729182736405
Kenya	1997	28263827	Africa	54.407	1360.485021	50.5927923390684	42.27	53.2832668246949
Kenya	2002	31386842	Africa	50.992	1287.514732	50.5927923390684	42.27	53.3031425757613
Kenya	2007	35610177	Africa	54.11	1463.249282	50.5927923390684	42.27	54.564410575582
Libya	1952	1019729	Africa	42.723	2387.54806	50.5927923390684	42.723	38.7997279750475
Libya	1957	1201578	Africa	45.289	3448.284395	50.5927923390684	42.723	40.9403052180766
Libya	1962	1441863	Africa	47.808	6757.030816	50.5927923390684	42.723	43.0992460329128
Libya	1967	1759224	Africa	50.227	18772.75169	50.5927923390684	42.723	45.1772077062905
Libya	1972	2183877	Africa	52.773	21011.49721	50.5927923390684	42.723	47.2122936521501
Libya	1977	2721783	Africa	57.442	21951.21176	50.5927923390684	42.723	49.2088278705277
Libya	1982	3344074	Africa	62.155	17364.27538	50.5927923390684	42.723	51.017435577706
Libya	1987	3799845	Africa	66.234	11770.5898	50.5927923390684	42.723	52.8247902051933
Libya	1992	4364501	Africa	68.755	9640.138501	50.5927923390684	42.723	53.3729182736405
Libya	1997	4759670	Africa	71.555	9467.446056	50.5927923390684	42.723	53.2832668246949
Libya	2002	5368585	Africa	72.737	9534.677467	50.5927923390684	42.723	53.3031425757613
Libya	2007	6036914	Africa	73.952	12057.49928	50.5927923390684	42.723	54.564410575582
Morocco	1952	9939217	Africa	42.873	1688.20357	50.5927923390684	42.873	38.7997279750475
Morocco	1957	11406350	Africa	45.423	1642.002314	50.5927923390684	42.873	40.9403052180766
Morocco	1962	13056604	Africa	47.924	1566.353493	50.5927923390684	42.873	43.0992460329128
Morocco	1967	14770296	Africa	50.335	1711.04477	50.5927923390684	42.873	45.1772077062905
Morocco	1972	16660670	Africa	52.862	1930.194975	50.5927923390684	42.873	47.2122936521501
Morocco	1977	18396941	Africa	55.73	2370.619976	50.5927923390684	42.873	49.2088278705277
Morocco	1982	20198730	Africa	59.65	2702.620356	50.5927923390684	42.873	51.017435577706
Morocco	1987	22987397	Africa	62.677	2755.046991	50.5927923390684	42.873	52.8247902051933
Morocco	1992	25798239	Africa	65.393	2948.047252	50.5927923390684	42.873	53.3729182736405
Morocco	1997	28529501	Africa	67.66	2982.101858	50.5927923390684	42.873	53.2832668246949
Morocco	2002	31167783	Africa	69.615	3258.495584	50.5927923390684	42.873	53.3031425757613
Morocco	2007	33757175	Africa	71.164	3820.17523	50.5927923390684	42.873	54.564410575582
Algeria	1952	9279525	Africa	43.077	2449.008185	50.5927923390684	43.077	38.7997279750475
Algeria	1957	10270856	Africa	45.685	3013.976023	50.5927923390684	43.077	40.9403052180766
Algeria	1962	11000948	Africa	48.303	2550.81688	50.5927923390684	43.077	43.0992460329128
Algeria	1967	12760499	Africa	51.407	3246.991771	50.5927923390684	43.077	45.1772077062905
Algeria	1972	14760787	Africa	54.518	4182.663766	50.5927923390684	43.077	47.2122936521501
Algeria	1977	17152804	Africa	58.014	4910.416756	50.5927923390684	43.077	49.2088278705277
Algeria	1982	20033753	Africa	61.368	5745.160213	50.5927923390684	43.077	51.017435577706
Algeria	1987	23254956	Africa	65.799	5681.358539	50.5927923390684	43.077	52.8247902051933
Algeria	1992	26298373	Africa	67.744	5023.216647	50.5927923390684	43.077	53.3729182736405
Algeria	1997	29072015	Africa	69.152	4797.295051	50.5927923390684	43.077	53.2832668246949
Algeria	2002	31287142	Africa	70.994	5288.040382	50.5927923390684	43.077	53.3031425757613
Algeria	2007	33333216	Africa	72.301	6223.367465	50.5927923390684	43.077	54.564410575582
Ghana	1952	5581001	Africa	43.149	911.2989371	50.5927923390684	43.149	38.7997279750475
Ghana	1957	6391288	Africa	44.779	1043.561537	50.5927923390684	43.149	40.9403052180766
Ghana	1962	7355248	Africa	46.452	1190.041118	50.5927923390684	43.149	43.0992460329128
Ghana	1967	8490213	Africa	48.072	1125.69716	50.5927923390684	43.149	45.1772077062905
Ghana	1972	9354120	Africa	49.875	1178.223708	50.5927923390684	43.149	47.2122936521501
Ghana	1977	10538093	Africa	51.756	993.2239571	50.5927923390684	43.149	49.2088278705277
Ghana	1982	11400338	Africa	53.744	876.032569	50.5927923390684	43.149	51.017435577706
Ghana	1987	14168101	Africa	55.729	847.0061135	50.5927923390684	43.149	52.8247902051933
Ghana	1992	16278738	Africa	57.501	925.060154	50.5927923390684	43.149	53.3729182736405
Ghana	1997	18418288	Africa	58.556	1005.245812	50.5927923390684	43.149	53.2832668246949
Ghana	2002	20550751	Africa	58.453	1111.984578	50.5927923390684	43.149	53.3031425757613
Ghana	2007	22873338	Africa	60.022	1327.60891	50.5927923390684	43.149	54.564410575582
Tunisia	1952	3647735	Africa	44.6	1468.475631	50.5927923390684	44.6	38.7997279750475
Tunisia	1957	3950849	Africa	47.1	1395.232468	50.5927923390684	44.6	40.9403052180766
Tunisia	1962	4286552	Africa	49.579	1660.30321	50.5927923390684	44.6	43.0992460329128
Tunisia	1967	4786986	Africa	52.053	1932.360167	50.5927923390684	44.6	45.1772077062905
Tunisia	1972	5303507	Africa	55.602	2753.285994	50.5927923390684	44.6	47.2122936521501
Tunisia	1977	6005061	Africa	59.837	3120.876811	50.5927923390684	44.6	49.2088278705277
Tunisia	1982	6734098	Africa	64.048	3560.233174	50.5927923390684	44.6	51.017435577706
Tunisia	1987	7724976	Africa	66.894	3810.419296	50.5927923390684	44.6	52.8247902051933
Tunisia	1992	8523077	Africa	70.001	4332.720164	50.5927923390684	44.6	53.3729182736405
Tunisia	1997	9231669	Africa	71.973	4876.798614	50.5927923390684	44.6	53.2832668246949
Tunisia	2002	9770575	Africa	73.042	5722.895655	50.5927923390684	44.6	53.3031425757613
Tunisia	2007	10276158	Africa	73.923	7092.923025	50.5927923390684	44.6	54.564410575582
South Africa	1952	14264935	Africa	45.009	4725.295531	50.5927923390684	45.009	38.7997279750475
South Africa	1957	16151549	Africa	47.985	5487.104219	50.5927923390684	45.009	40.9403052180766
South Africa	1962	18356657	Africa	49.951	5768.729717	50.5927923390684	45.009	43.0992460329128
South Africa	1967	20997321	Africa	51.927	7114.477971	50.5927923390684	45.009	45.1772077062905
South Africa	1972	23935810	Africa	53.696	7765.962636	50.5927923390684	45.009	47.2122936521501
South Africa	1977	27129932	Africa	55.527	8028.651439	50.5927923390684	45.009	49.2088278705277
South Africa	1982	31140029	Africa	58.161	8568.266228	50.5927923390684	45.009	51.017435577706
South Africa	1987	35933379	Africa	60.834	7825.823398	50.5927923390684	45.009	52.8247902051933
South Africa	1992	39964159	Africa	61.888	7225.069258	50.5927923390684	45.009	53.3729182736405
South Africa	1997	42835005	Africa	60.236	7479.188244	50.5927923390684	45.009	53.2832668246949
South Africa	2002	44433622	Africa	53.365	7710.946444	50.5927923390684	45.009	53.3031425757613
South Africa	2007	43997828	Africa	49.339	9269.657808	50.5927923390684	45.009	54.564410575582
Sao Tome and Principe	1952	60011	Africa	46.471	879.5835855	50.5927923390684	46.471	38.7997279750475
Sao Tome and Principe	1957	61325	Africa	48.945	860.7369026	50.5927923390684	46.471	40.9403052180766
Sao Tome and Principe	1962	65345	Africa	51.893	1071.551119	50.5927923390684	46.471	43.0992460329128
Sao Tome and Principe	1967	70787	Africa	54.425	1384.840593	50.5927923390684	46.471	45.1772077062905
Sao Tome and Principe	1972	76595	Africa	56.48	1532.985254	50.5927923390684	46.471	47.2122936521501
Sao Tome and Principe	1977	86796	Africa	58.55	1737.561657	50.5927923390684	46.471	49.2088278705277
Sao Tome and Principe	1982	98593	Africa	60.351	1890.218117	50.5927923390684	46.471	51.017435577706
Sao Tome and Principe	1987	110812	Africa	61.728	1516.525457	50.5927923390684	46.471	52.8247902051933
Sao Tome and Principe	1992	125911	Africa	62.742	1428.777814	50.5927923390684	46.471	53.3729182736405
Sao Tome and Principe	1997	145608	Africa	63.306	1339.076036	50.5927923390684	46.471	53.2832668246949
Sao Tome and Principe	2002	170372	Africa	64.337	1353.09239	50.5927923390684	46.471	53.3031425757613
Sao Tome and Principe	2007	199579	Africa	65.528	1598.435089	50.5927923390684	46.471	54.564410575582
Botswana	1952	442308	Africa	47.622	851.2411407	50.5927923390684	46.634	38.7997279750475
Botswana	1957	474639	Africa	49.618	918.2325349	50.5927923390684	46.634	40.9403052180766
Botswana	1962	512764	Africa	51.52	983.6539764	50.5927923390684	46.634	43.0992460329128
Botswana	1967	553541	Africa	53.298	1214.709294	50.5927923390684	46.634	45.1772077062905
Botswana	1972	619351	Africa	56.024	2263.611114	50.5927923390684	46.634	47.2122936521501
Botswana	1977	781472	Africa	59.319	3214.857818	50.5927923390684	46.634	49.2088278705277
Botswana	1982	970347	Africa	61.484	4551.14215	50.5927923390684	46.634	51.017435577706
Botswana	1987	1151184	Africa	63.622	6205.88385	50.5927923390684	46.634	52.8247902051933
